rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,run_id,condition,recorded_at,id,ip,browser,browser_version,platform,platform_version,user_agent,referer,language,accept_language,success,question_number,block,question_text,valence,slider_start,question_order
708,<p style='font-size:22px;'>冴えない</p>,17,html-slider-response,10,2.1.0,14833,1,1,2025-11-27 10:05:41,7a623d65b5474d45,158.217.104.240,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,8,superiority,冴えない,negative,50.0,
1852,<p style='font-size:22px;'>存在感が薄い</p>,29,html-slider-response,11,2.1.0,44581,1,1,2025-11-27 10:05:45,7a623d65b5474d45,158.217.104.163,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,9,superiority,存在感が薄い,negative,50.0,
3096,<p style='font-size:22px;'>浅薄</p>,10,html-slider-response,12,2.1.0,15950,1,1,2025-11-27 10:05:49,7a623d65b5474d45,158.217.104.35,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,10,superiority,浅薄,negative,50.0,
806,<p style='font-size:22px;'>うぬぼれ屋</p>,21,html-slider-response,13,2.1.0,21868,1,1,2025-11-27 10:05:53,7a623d65b5474d45,158.217.104.25,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,11,superiority,うぬぼれ屋,negative,50.0,
1426,<p style='font-size:22px;'>頼りない</p>,22,html-slider-response,14,2.1.0,44767,1,1,2025-11-27 10:05:57,7a623d65b5474d45,158.217.104.126,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,12,superiority,頼りない,negative,50.0,
2548,<p style='font-size:22px;'>感傷的</p>,26,html-slider-response,15,2.1.0,18145,1,1,2025-11-27 10:06:01,7a623d65b5474d45,158.217.104.41,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,13,superiority,感傷的,negative,50.0,
3096,<p style='font-size:22px;'>真面目</p>,68,html-slider-response,16,2.1.0,30166,1,1,2025-11-27 10:06:05,7a623d65b5474d45,158.217.104.65,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,14,superiority,真面目,positive,50.0,
2743,<p style='font-size:22px;'>勤勉</p>,80,html-slider-response,17,2.1.0,17059,1,1,2025-11-27 10:06:09,7a623d65b5474d45,158.217.104.182,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,15,superiority,勤勉,positive,50.0,
2018,<p style='font-size:22px;'>慎重</p>,46,html-slider-response,18,2.1.0,33468,1,1,2025-11-27 10:06:13,7a623d65b5474d45,158.217.104.220,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,16,superiority,慎重,positive,50.0,
2784,<p style='font-size:22px;'>気まぐれ</p>,10,html-slider-response,19,2.1.0,4611,1,1,2025-11-27 10:06:17,7a623d65b5474d45,158.217.104.115,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,17,superiority,気まぐれ,negative,50.0,
1775,<p style='font-size:22px;'>正直</p>,67,html-slider-response,20,2.1.0,18773,1,1,2025-11-27 10:06:21,7a623d65b5474d45,158.217.104.130,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,18,superiority,正直,positive,50.0,
3802,<p style='font-size:22px;'>ユーモアがある</p>,86,html-slider-response,21,2.1.0,15625,1,1,2025-11-27 10:06:25,7a623d65b5474d45,158.217.104.252,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,19,superiority,ユーモアがある,positive,50.0,
1359,<p style='font-size:22px;'>頼りになる</p>,73,html-slider-response,22,2.1.0,18346,1,1,2025-11-27 10:06:29,7a623d65b5474d45,158.217.104.70,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,20,superiority,頼りになる,positive,50.0,
3518,<p style='font-size:22px;'>果敢</p>,74,html-slider-response,23,2.1.0,29297,1,1,2025-11-27 10:06:33,7a623d65b5474d45,158.217.104.151,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,21,superiority,果敢,positive,50.0,
2399,<p style='font-size:22px;'>悲観的</p>,6,html-slider-response,24,2.1.0,7091,1,1,2025-11-27 10:06:37,7a623d65b5474d45,158.217.104.121,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,22,superiority,悲観的,negative,50.0,
1914,<p style='font-size:22px;'>間抜け</p>,24,html-slider-response,25,2.1.0,40678,1,1,2025-11-27 10:06:41,7a623d65b5474d45,158.217.104.148,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,23,superiority,間抜け,negative,50.0,
1840,<p style='font-size:22px;'>器用</p>,71,html-slider-response,26,2.1.0,28262,1,1,2025-11-27 10:06:45,7a623d65b5474d45,158.217.104.174,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,24,superiority,器用,positive,50.0,
1624,<p style='font-size:22px;'>陽気</p>,57,html-slider-response,27,2.1.0,2777,1,1,2025-11-27 10:06:49,7a623d65b5474d45,158.217.104.159,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,25,superiority,陽気,positive,50.0,
1636,<p style='font-size:22px;'>ユーモアがない</p>,28,html-slider-response,28,2.1.0,49514,1,1,2025-11-27 10:06:53,7a623d65b5474d45,158.217.104.28,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,26,superiority,ユーモアがない,negative,50.0,
1472,<p style='font-size:22px;'>思いやりがある</p>,100,html-slider-response,29,2.1.0,8287,1,1,2025-11-27 10:06:57,7a623d65b5474d45,158.217.104.2,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,27,superiority,思いやりがある,positive,50.0,
3848,<p style='font-size:22px;'>想像力に欠ける</p>,39,html-slider-response,30,2.1.0,46684,1,1,2025-11-27 10:07:01,7a623d65b5474d45,158.217.104.15,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,28,superiority,想像力に欠ける,negative,50.0,
3504,<p style='font-size:22px;'>不器用</p>,31,html-slider-response,31,2.1.0,18511,1,1,2025-11-27 10:07:05,7a623d65b5474d45,158.217.104.81,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,29,superiority,不器用,negative,50.0,
3620,<p style='font-size:22px;'>謙虚</p>,54,html-slider-response,32,2.1.0,10384,1,1,2025-11-27 10:07:09,7a623d65b5474d45,158.217.104.52,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,30,superiority,謙虚,positive,50.0,
3635,<p style='font-size:22px;'>軽薄</p>,43,html-slider-response,33,2.1.0,36270,1,1,2025-11-27 10:07:13,7a623d65b5474d45,158.217.104.229,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,31,superiority,軽薄,negative,50.0,
3754,<p style='font-size:22px;'>粘り強い</p>,75,html-slider-response,34,2.1.0,42405,1,1,2025-11-27 10:07:17,7a623d65b5474d45,158.217.104.106,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,32,superiority,粘り強い,positive,50.0,
659,<p style='font-size:22px;'>浪費家</p>,39,html-slider-response,35,2.1.0,19066,1,1,2025-11-27 10:07:21,7a623d65b5474d45,158.217.104.131,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,33,superiority,浪費家,negative,50.0,
3408,<p style='font-size:22px;'>視野が広い</p>,41,html-slider-response,36,2.1.0,26485,1,1,2025-11-27 10:07:25,7a623d65b5474d45,158.217.104.113,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,34,superiority,視野が広い,positive,50.0,
3662,<p style='font-size:22px;'>人望がない</p>,22,html-slider-response,37,2.1.0,40475,1,1,2025-11-27 10:07:29,7a623d65b5474d45,158.217.104.15,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,35,superiority,人望がない,negative,50.0,
2086,<p style='font-size:22px;'>単純</p>,42,html-slider-response,38,2.1.0,9115,1,1,2025-11-27 10:07:33,7a623d65b5474d45,158.217.104.95,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,36,superiority,単純,negative,50.0,
3038,<p style='font-size:22px;'>不正直</p>,34,html-slider-response,39,2.1.0,45160,1,1,2025-11-27 10:07:37,7a623d65b5474d45,158.217.104.197,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,37,superiority,不正直,negative,50.0,
3678,<p style='font-size:22px;'>冷静</p>,77,html-slider-response,40,2.1.0,30499,1,1,2025-11-27 10:07:41,7a623d65b5474d45,158.217.104.242,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,38,superiority,冷静,positive,50.0,
2475,<p style='font-size:22px;'>寛大</p>,54,html-slider-response,41,2.1.0,7189,1,1,2025-11-27 10:07:45,7a623d65b5474d45,158.217.104.42,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,39,superiority,寛大,positive,50.0,
3625,<p style='font-size:22px;'>親切</p>,88,html-slider-response,42,2.1.0,35509,1,1,2025-11-27 10:07:49,7a623d65b5474d45,158.217.104.61,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,40,superiority,親切,positive,50.0,
1953,<p style='font-size:22px;'>従順</p>,71,html-slider-response,43,2.1.0,25865,1,1,2025-11-27 10:07:53,7a623d65b5474d45,158.217.104.167,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,41,superiority,従順,positive,50.0,
2359,<p style='font-size:22px;'>気難しい</p>,62,html-slider-response,44,2.1.0,45209,1,1,2025-11-27 10:07:57,7a623d65b5474d45,158.217.104.14,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,42,superiority,気難しい,negative,50.0,
752,<p style='font-size:22px;'>優柔不断</p>,26,html-slider-response,45,2.1.0,14370,1,1,2025-11-27 10:08:01,7a623d65b5474d45,158.217.104.38,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,43,superiority,優柔不断,negative,50.0,
1824,<p style='font-size:22px;'>衝動的</p>,33,html-slider-response,46,2.1.0,24478,1,1,2025-11-27 10:08:05,7a623d65b5474d45,158.217.104.60,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,44,superiority,衝動的,negative,50.0,
3643,<p style='font-size:22px;'>無責任</p>,36,html-slider-response,47,2.1.0,23596,1,1,2025-11-27 10:08:09,7a623d65b5474d45,158.217.104.97,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,45,superiority,無責任,negative,50.0,
1572,<p style='font-size:22px;'>人に好かれる</p>,71,html-slider-response,48,2.1.0,6555,1,1,2025-11-27 10:08:13,7a623d65b5474d45,158.217.104.200,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,46,superiority,人に好かれる,positive,50.0,
2216,<p style='font-size:22px;'>実務家</p>,77,html-slider-response,49,2.1.0,36492,1,1,2025-11-27 10:08:17,7a623d65b5474d45,158.217.104.15,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,47,superiority,実務家,positive,50.0,
2268,<p style='font-size:22px;'>陰気</p>,24,html-slider-response,50,2.1.0,27809,1,1,2025-11-27 10:08:21,7a623d65b5474d45,158.217.104.44,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,48,superiority,陰気,negative,50.0,
2541,<p style='font-size:22px;'>支配的</p>,0,html-slider-response,51,2.1.0,40504,1,1,2025-11-27 10:08:25,7a623d65b5474d45,158.217.104.183,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,49,superiority,支配的,negative,50.0,
1502,<p style='font-size:22px;'>知性がない</p>,3,html-slider-response,52,2.1.0,9985,1,1,2025-11-27 10:08:29,7a623d65b5474d45,158.217.104.143,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,50,superiority,知性がない,negative,50.0,
785,<p style='font-size:22px;'>知的</p>,50,html-slider-response,53,2.1.0,5982,1,1,2025-11-27 10:08:33,7a623d65b5474d45,158.217.104.175,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,51,superiority,知的,positive,50.0,
2506,<p style='font-size:22px;'>誠実</p>,61,html-slider-response,54,2.1.0,35915,1,1,2025-11-27 10:08:37,7a623d65b5474d45,158.217.104.80,Chrome,143.0.0.0,Windows,10,Mozilla/5.0,https://ckfu3zufqx.cognition.run/,ja-JP,"ja-JP,ja;q=0.9,en-US;q=0.6",,52,superiority,誠実,positive,50.0,
